done_or_not,id_tei,lcnaf_uri,last_name,first_name,middle_name,display_name,other_names,birth_date,death_date,birth_place,death_place,gender,affiliations,bio_notes,data_notes,citations,notes,PYM index,Possible Duplication or other correction needed
,lcoat2,,Coates,Lydia,,Lydia Coates,,1778,1839,,,f,friends;meeteastc,Married Mark Hughes at East Caln in 1797.,,"A Genealogy of Moses and Susanna Coates, compiled by Truman Coates (1906)",Daughter of icoat1,,
,scoat1,,Coates,Samuel,,Samuel Coates,,1748,1830-06-04,phila,phila,m,friends;meetsbran,"Probably the Samuel Coates who was a Philadelphia Quaker merchant and philanthopist. Married Lydia Saunders in 1775 and Amy Hornor in 1791. Member Southern District meeting, Manager of Pennsylvania Hospital for nearly 41 yrs and Director of the First Bank of the US (1800).",,"A Genealogy of Moses and Susanna Coates, compiled by Truman Coates (1906); Drinker",Father of icoat1.,,
,acoat1,,Coats,Abner,,Abner Coates,,1768,1820,,,m,review;meetgosh,"Born in 1768, son of Benjamin Coates. Disowned by Goshen Meeting for marrying Margaret Tussy who was not a Friend.",,"A Genealogy of Moses and Susanna Coates, compiled by Truman Coates (1906)",Cousin of icoat1.,,
,acock1,,Cock,Andrew,,Andrew Cock,,,1832,,,m,friends;meetny;nymindian;meetflush,"Named to NYYM Indian Committee in 1799. Probably the Andrew Cock who became a member of New York Monthly Meeting in 1796. May be the Andrew Cock who married Sarah Embree in Flushing in 1806, moved back to New York in 1825, and died in New York at the age of 62 in 1832.",,Hazard,,,
,tcody1,,Cody,Thomas,,Thomas Cody,,,,,,m,brotherton,Agreement at Brotherton in 1815.,,,,,
,acoff1,,Coffin,Abel,,Abel Coffin,,1780,,,,m,friends;ncym,"Appointed correspondant of North Carolina Yearly Meeting in 1838. Born in Guilford County, North Carolina, in 1780, the son of Barnabas who arrived from Nantucket in 1773. Abel married Rhoda Gardner in 1801. ",,,,,
,ecoff1,,Coffin,Elijah,,Elijah Coffin,Eliah Coffin,1798,1862,,,m,friends;ncym,"Born in Guilford County, North Carolina in 1798, the son of Bethuel and Hannah Coffin. Married Naomi Hiatt in 1820. Clerk of North Carolina Yearly Meeting from 1827 to 1857. Cashier of of a branch of the State bank in Richmond, Indiana. ",,DQB,,,
,rcoff1,,Coffin,Richard,,Richard Coffin,,,,,,m,review,Resided near the Penobscot River in 1795.,,,,,
,wcoff1,,Coffin,William H.,,William H. Coffin,,1830,1925,indiana,california,m,friends;iym,"Son of Elijah Coffin. Moved to Kansas with other opponents of slaver c.1855, but was called back to Indiana by illness of his father. Member of Indiana Yearly Meeting's Committee to visit Friends’ Institution among the Shawnee in 1861.",,DQB,,,
,ncogg1,,Coggeshal,Nicholas,,Nicholas Coggeshal,,,,,,m,review,"Lived near Otego in Otsego County, New York, in 1796.",,,,,
,ecogg1,,Coggeshall,Elizabeth,,Elizabeth Coggeshall,Elizabeth Cogshall;Elizabeth Cogshell,1770,1851,newpo,nycit,f,friends;meetny,"Born in Newport, Rhode Island in 1770, daughter of Giles and Elizabeth Hosier. Married Caleb Coggeshall, a mariner, in 1793 and lived in New York City after 1802. Travelled in the ministry. Died in New York in 1851, aged 81.",,Hazard,,,
,ccold1,,Colden,Cadwallader,D.,Cadwallader D. Colden,,1769,1834,,,m,govenment;nystate,American politician. Served as 54th mayor of New York City.,,https://en.wikipedia.org/wiki/Cadwallader_D._Colden,,,
,ccole1,,Cole,Charles,,Charles Cole,,,,,,m,review,"Resided in Kinderhook, New York.",,,Son-in-law of Henry Hull hhull1.,,
,ccoll1,,Colles,Christopher,,Christopher Colles,,,,,,m,review,Arrived in Philadelphia in 1773 from Ireland. Involved in the Erie Canal.,,,,,
,tcoll1,,Colley,Thomas,,Thomas Colley,,1742,1812,,,m,friends,Sheffield Quaker cutler. Joined Friends in 1766. Acknowledged as a minister in 1768 and travelled in the ministry.DIed in Sheffield in 1812 at the age of 70.,,DQB,,,
,icoll1,,Collins,Isaac,,Isaac Collins,,1746,1817,,burli,m,friends;meetburl,"Printer and publisher. Born in 1746 in New Castle County, Delaware the son of Charles and Sarah Collins. Apprenticed in Wilmington to James Adams then moved to Philadelphia. Prining partnership with WIlliam Crukshank in 1770. Married Rachel Budd in 1771. Moved to Burlington, New Jersey, then to Trenton, and then to New York before retiring in Burlington where he died in 1817. ",,DQB,,,
,scoll1,,Collins,Sarah,,Sarah Collins,,1775,1855,,nycit,f,friends;nymindian,"Member of NYYM Indian Committee in 1814. Probably the daughter of icoll1 and Rachel Collins, born in 1775 in New Jersey, who married Nathaniel Hawxhurst in New York in 1826. She was Nathaniel's second wife and died in New York in 1855.",,Hinshaw,,,
,wcoll1,,Collins,William,B.,William B. Collins,,1815,,,,m,friends;cond7;meetny,"Member of NYYM and representative to the Conference of Friends on Indian Affairs of the Seven Yearly Meetings in 1869. Son of Benjamin S. and Hannah Collins, married in 1842 Ann Griffin. ",,,,,
,pcolq1,,Colquhoun,Patrick,,Patrick Colquhoun,,1815,1891,,,m,review,London lawyer and moral reformer. ,,https://en.wikipedia.org/wiki/Patrick_Colquhoun_(lawyer),,,
,jcolt1,,Colt,Judah,,Judah Colt,,,,,,m,review,Lawyer in Erie in 1834.,,,,,
,colv1,,Colven,,,Colven,,,,,,u,review,Mentioned  in a letter from DeWitt Clinton to Thomas Eddy in 1822.,,,,,
,ecomf1,,Comfort,Ezra,,Ezra Comfort,,1777,1847,,gwyne,m,friends;meetgwy,"Ezra Comfort, son of Ezra and Alice, married Margaret Shoemaker at Plymouth meeting house in 1800. He was a minister and member of Gwynedd Monthly Meeting. He died in 1847 at the age of 71.",Date of birth approximate.,DQB,,,
,scomf1,,Comfort,Sarah,,Sarah Comfort,,,,,,f,friends,Accompanied Emlen in Trenton in 1825.,,,,,
,jcomp1,,Compton,Joseph,,Joseph Compton,Joseph Campton,,,,,m,friends,Quaker in Farmington NY,,,,,
,jcoms1,,Comstock,Jared,,Jared Comstock,,,,,,m,review,Boat pilot. ,,,Son of ncoms1.,,
,ncoms1,,Comstock,Nathan,,Nathan Comstock,,,,,,m,review,In Ontario County. ,Check date -- probably the son of Otis of Farmington.,,Father of jcoms1.,,
,gcong1,,Congdon,Gilbert,,Gilbert Congdon,,1811,1870,provi,provi,m,friends;neym;cond7;bym,"Representative for New England Yearly Meeting at the Conference of the Seven Yearly Meetings in 1869. Gilbert Congdon was born in Providence, Rhode Island, in 1811, the son of Jonathan and Elizabeth. He married Mary R. Hopkins in 1842 under the care of Baltimore Monthly Meeting for the Western District. He died in Providence in 1870 at the age of 59.",,,,,
,tcong1,,Congdon,Thomas,,Thomas Congdon,,,,,,m,review,"In Troy, New York, in 1825, travelling to Philadelphia.",,,,,
,jconh1,,Conhapot,Jacob,,Jacob Conhapot,,,,,,m,brotherton,Lived in Brotherton; sold his land and moved to White River by 1819.,,,,,
,conne1,,Connewauteu,,,Conewantea,Connewauteu,,,,,m,seneca,Seneca chief,,,,195,
,bcont1,,Contien,Baties,,Baties Contien,,,,,,m,,Witnessed agreement in 1795.,,,,,
,conud1,http://id.loc.gov/authorities/names/n96016918,Conudiu,,,Conudin,Conudiu;Conudia;Handsome Lake;Sga:nyodai:yoh;Ganiodaio,1735,1815,,,m,seneca,"Religious leader, half-brother to Cornplanter.",,https://en.wikipedia.org/wiki/Handsome_Lake,Half-brother to cornp2,"191,305,226, etc",
,ccook1,,Cook,Charity,,Charity Cook,,1745,1822,,,f,friends,"Born in Maryland in 1745, the daughter of John and Rachel Wright. Married 1763 Isaac Cook. Quaker travelling minister. Moved to Bush RIver, South Carolina. Died in Ohio in 1822 aged 1822.",,DQB,,,
,dcook1,,Cook,David,,David Cook,,1752,1841,,,m,review,"The nephew of Nathan Cook. Likely a Revolutionary War veteran and one of the first settlers of the Painted Post township, New York, in 1790. He lived 8 miles away from the town center.",,http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=46868993,,,
,jcook1,,Cook,John,,John Cook,,,,,,m,review,Mentioned in a letter to the Indians from James Monroe.,,,,,
,lcook1,,Cook,Leonard,,Leonard Cook,,,1823,,,m,friends;eastmeet,A Leonard Cook became a member of Friends at Easton in 1789. He died there in 1823.,,Hazard,,,
,ncook2,,Cook,Nathan,,Nathan Cook,,,,,,m,review,The uncle of David Cook.,,,,,
,scook2,,Cook,Samuel,,Samuel Cook,,1765,,,,m,friends;meetdanby,"Lives near Wallingford, Vermont. Samuel Cook's birth in 1765 is recorded in the records of Danby Monthly meeting. He had been received on request at Danby in 1800.",,Hazard,,,
,scook3,,Cook,Sarah,,Sarah Cook,,,,,,f,review,,,Hazard,Probably the wife of scook2,,
,scook1,,Cook,Susanna,,Susanna Cook,,1783,,,,f,friends;meetbush;miamm,"Sister of Charity Cook; from South Carolina. A member of Bush River Monthly Meeting, Susanna was born in 1783, the daughter of Isaac and Charity Cook of the Lawlaner District. She married Caleb Lewis in 1802. The Lewises moved to Ohio in 1806, a year after her parents transferred to Miami Monthly Meeting.",,Hinshaw,,,
,tcook1,,Cook,Thomas,,Thomas Cook,,1757,1848,,,m,friends;meetshrew,"Signed subscription in Shrewsbury. Born in Shrewsbury in 1757, son of Ebenezer and Sarah Cook. Married Rachel Borden. Died in 1848 at the age of 90.",,Hazard,,,
,jcoop1,,Cooper,James,,James Cooper,,,1819,,,m,friends;meetwoodb;pymind,"Quaker of Woodbury Monthly Meeting, NJ. Member of PYM Indian Committee. Author of journal, 1796",,,,"3, 155, 242, etc",
,jcoop2,,Cooper,Joseph,,Joseph Cooper,,,,,,m,friends;nymindian;meetwestb,Appointed to NYYM Indian Committee 1796. Likely the Joseph Cooper who was received on request by Friends at Westbury in 1784.,,,,,
,wcoop1,,Cooper,William,,Judge Cooper,,1754,1809,,,m,usag;nystate,Lived in Cooperstown NY in 1796,,https://en.wikipedia.org/wiki/William_Cooper_(judge),,,
,bcoop1,,Cope,Benjamin,,Benjamin Cope,Benjamin Cooke;Benjamin Cook;Benjamin Coope,1765,1845,,,m,friends;meetbirmi,"Son-in-law of Joshua Sharpless. Benjamin Cope married Rachel Sharpless, daughter of Joshua and Edith Sharpless in 1792 at Birmingham Meeting. Benjamin and Rachel travelled to Tunesssa in 1805 to instruct the Seneca but Rachel died in 1807 in childbirth.",,Hinshaw,Husband of rcoop1,"85, 213, 221, etc",
,ncoop1,,Cope,Nathan,,Nathan Cope,Nathan Coope;Nathan Cooper,1733,1820,,,m,friends;meetbirmi,"Father of bcoop1. Born in 1733, the son of John and Charity Cope; married Amy Bane in 1758. Resided in East Bradford, member of Birmingham Monthly Meeting.",,Birmingham Monthly meeting records,,"65, 154",
,rcoop1,,Cope,Rachel,,Rachel Cope,Rachel Coope,1771,1807,,,f,friends;meetbirmi,"Benjamin Cope married Rachel Sharpless, daughter of Joshua and Edith Sharpless in 1792 at Birmingham Meeting. Benjamin and Rachel travelled to Tunesssa in 1805 to instruct the Seneca but Rachel died in 1807 in childbirth.",,,Wife of bcoop1.,247,
,corbi,,Corbit,,,Corbit,,,,,,m,review,"Lived about 11 miles from Painted Post, NY. In 1794, gave David Bacon breakfast. ",,,,,
,bcovl1,,Corlies,Benjamin,,Bejamin Corlies,Benjamin Covlies,1742,,,,m,friends;meetshrew,"Probably the Benjamin Corlies born at Shrewsbury in 1742, the son of Jacob and Sarah. Married Deborah Parker in 1773. Subscribed at Shrewsbury",,Hazard,,,
,gcorl1,,Corlis,George,,George Corlies,George Corlis,1749,1816,shrew,shrew,m,friends;meetshrew,"George Corlies was born in 1749, the son of Jacob and Sarah Corlies of Shrewsbury Meeting in New Jersey. He married Patience Woolly in 1775. He died at the age of 68 in 1816.",,Hazard,,,
,jcorl1,,Corlis,Jacob,,Jacob Corlies,Jacob Corlis,1755,1841,shrew,,m,friends;meetshrew,"Jacob Corlies was born in 1755, the son of Jacob and Sarah Corlies of Shrewsbury Meeting in New Jersey. He died in 1841 at the age of 86 years.",,Hazard,,,
,acorn1,,Cornelius,Augustus,,Augustus Cornelius,,,,,,m,oneida,Oneida chief in 1837.,,,,,
,jcorn2,,Cornelius,John,,John Cornelius,,,,,,m,sxntns,Signed complaint of the Indians in 1821.,,,,,
,mcorn1,,Cornelius,Moses,,Moses Cornelius,,,,,,m,review,Paid for cloth by NYYM.,,,,,
,wcorn2,,Cornelius,William,,William Cornelius,,,,,,m,sxntns,Signed complaint of the Indians in 1821.,,,,,
,bcorn1,,Cornell,Benjamin,,Benjamin Cornell,,,,,,m,friends;pumm,"Benjamin Cormell married Alice Sutton at Purchase in 1783. There were several generations of Benjamin Cornells in Purchase and New York City,",,Hazard,,,
,jcorn1,,Cornell,John,,John Cornell,,,,,,m,friends;purmm;nymindian,"Appointed to confer with the Meeting for Sufferings of NYYM in 1795. John Cornell, a member of Purchase Monthly Meeting, married Miriam Latham at Rahway in 1796. ",,,,,
,wcorn1,,Cornell,William,,William Cornell,,,,,,m,friends;purmm,"Lives near Mamaroneck, New York, in 1825. There were multiple William Cornells but WIlliam H. Cornell, son of Stephen and Margaret, was a member of Purchase Meeting and married Dorcas Carpenter in 1802. An earlier William Cornell, son of William and Mary, married Esther Underhill at Purchase in 1781.",,Hazard,,,
,cornp2,http://id.loc.gov/authorities/names/n85364057,Cornplanter,,,Cornplanter,John Abeel;John Abeal;Gaiantwake;Gyantwachia;Kaintwaken;John O'Bail;Ky-on-twa-ky;Gayëntwahgöh;Captain Obeal,1732?,1836,canaw,cornp,m,seneca;allegany,"Brother, Half-Town; half-brother, Handsome Lake. Uncle, Guyasutha. Nephew,Governor Blacksnake; children: Henry Abeele, Edward Cornplanter; parents: Aliquipiso/Gahonnoneh (Seneca), Johannes Abeel (Dutch)",,https://en.wikipedia.org/wiki/Cornplanter,,,
,ccorn1,,Cornwallis,Charles,,Lord Charles Cornwalls,,1738,1805,lond,,m,brit,Leading British general during American Revolution. British army officer and Colonial administrator. Member of Parliament. Died in India in 1805.,,"https://en.wikipedia.org/wiki/Charles_Cornwallis,_1st_Marquess_Cornwallis",,,
,fcorn1,,Cornwell,Francis,,Francis Cornwalls,Francis Cornwell,,,,,m,review,"A ""Connecticut man"" living in Detroit in1793. Married to Anna.",,,,,
,acory1,,Cory,Adin,T,Adin T. Cory,,,1845,,scipi,m,friends;meetscipio;meetmilt,Adin T. Cory came to Scipio Monthly Meeting from Milton in 1822. He died in 1845 at the age of 65.,,Hazard,,,
,jcott1,,Cotteral,John,,John Cotteral,,1774,1852,,,m,baptist,Leased land from a Brotherton Indian in 1816. Seventh-day Baptist preacher.,,https://en.wikipedia.org/wiki/Roswell_F._Cottrell,,,
,ccow,,Cowan,,,Captain Cowan,Captain Cowan,,,,,m,brit,Captain of the ship that conveyed Simcoe near Fort Erie and near Detroit in 1793,,,,,
,jcowp1,,Cowpland,Jesse,,Jesse Copeland,Jesse Cowpland,,,,,m,friends;meetpiney,Probably a member of Perquimans (Piney Woods) Meeting in North Carolina. ,,Hinshaw,,,
,hcowr1,,Cowrlis,Hannah,,Hannah Corlies,Hannah Cowrlis,,1866,,nycit,f,friends;fridarby,"Hannah Garrigues, daughter of Edward and Margaret of Philadelphia, married Jacob Corlies at Darby Meeting in 1805. She died in New York in 1866 at the age of 87.",,Hazard,Wife of jcowr1,,
,jcowr1,,Cowrlis,Jacob,,Jacob Corlies,Jacob Cowrlis,1778,1834,shrew,nycit,m,friends;meetshrew,"Jacob Corlies, son of George and Patience, was born in 1778 in Shrewsbury. He married Hannah Garrigues in 1805. Lived near Passaic, NJ in 1825. He died in New York in 1834 at the age of 56.",,Hazard,Husband of hcowr1,,
,icox1,,Cox,Isaac,,Isaac Cox,,,,,,m,friends;pymind;meetphila;meetmoth,"An Isaac Cox transferred from Motherkiln Meeting in Delaware to Philadelphia in 1792, and married Rebecca Shoemaker the same year. PYM Indian Committee 1792",,Hinshaw,,,
,jcox1,,Cox,John,,John Cox,,1748,,notth,,m,friends;bym,"John Cox, son of WIlliam and Mary, was born at Nottingham in 1748. He married Sarah Stedman at Little Britain in 1768. Cox served as Assistant Clerk of Baltimore Yearly Meeting.",,"Nottingham Monthly Meeting (index), by Heiss (1976)",,,
,lcox1,,Cox,,,Lieutenant Cox,,,,,,m,brit,Shipboard passenger from Detroit with Hopkins. Probably a Royal Marine.,,,,,
,icrag1,,Craig,Isaac,,Major Isaac Craig,Isaac Crage,1742,1826,,,m,usag,American Marine in the Revolutionary War. Later served with Anthony Wayne.,Birth date is approximate.,Sketch of the Life and Services of Isaac Craig (1854),,,
,jcram1,,Cram,Jacob,,Jacob Cram,Rev. Mr. Jacob Cram,1762,1833,,,m,congregation,"Sent by the Massachusetts Missionary Society to preach to the Indians. When in 1805 he asked to do mission work among the Seneca, Red Jacket responded expressing how the Seneca had suffered at the hands of Europeans.",,The works of nathanael emmons with a memoir of his life,,,
,jcraw1,,Crawford,James,,James Crawford,,,,,,m,review,"""Friendly man"" living near Navy Hall. Crawford's wife had disowned by Richland Monthly Meeting.",,,,,
,lcraw1,,Crawford,,,Lieutenant Crawford,,,,,,m,brit,Bore dispatches from Lieut. Gov. Simcoe to Dundas. Also conveyed a letter to George Dillwyn in 1793,,,,,
,ccress1,,Cresson,Caleb,,Caleb Cresson,,1742,1816,,,m,friends;pym,"Born in 1742, the son of James and Sarah Emlen Cresson. Quaker minister, travelled with Thomas Scattergood to New England in 1791. Assistant Clerk of Philadlephia Yearly Meeting. Married three times.",,DQB,,,
,jcress1,,Cresson,James,,James Cresson,,1741,1799,,phila,m,friends;pym;pymind,"James Cresson, son of John and Rebecca, married Sarah Hooton at Philadelphia Meeting in 1772. He was a member of PYM's Indian Committee in 1794 and 1795. He died in 1799 at the age of 59.",,Hinshaw; Drinker,,,
,jcros2,,Cresson,Jane,,Jane Cresson,Jane Crossen,,,,,f,friends,"Possibly Jane Cox Evans of Edgmont, Pennsylvania, who married Caleb Cresson, a Quaker minister, as his third wife in 1795.",,DQB,,,
,jcrom1,,Cromwell,John,,John Cromwell,,1767,1828,,,m,friends;purmm,"In 1828, John Cromwell, son of John & Ann died at the age of 60 in Harrison, New York. He was a member of Purchase Monthly Meeting. He was born in 1767.",,Hazard,,,
,gcros1,,Crosby,George,,George Crosley,George Crosly;George Crosby,1748,,,,m,brotherton,"George Crosley was said to have been born in 1748 and was an early settler in Borthertown. Probably of Pequot descent. He was married first to Lornhamah and later to Elizabeth Fowler, widow of Obadiah Scippio. Father of gcros2.",,"Family History of the Brothertown Indians, Larry S. Watson comp.",Father of gcros2,,
,gcros2,,Crossly,Grace,,Grace Crossly,Gracy Crossly,1776,,,,f,brotherton,Married Joseph Tocus. Born in 1776.,,"Family History of the Brothertown Indians, Larry S. Watson comp.",Daughter of gcros1,,
,jcros1,,Crossly,John,,John Crossly,,,,,,m,brotherton,,,,,,
,crow1,,Crow,,,Crow,,,,,,m,delaware,Yonierro,,,,,
,pcuff1,,Cuffee,Paul,,Captain Paul Cuffe,,1759,1817,,,m,friends;wampa,"Sea captain. Born in Massachusetts in 1759, the son of John Cuffe, an Ashanti, and Ruth Moses, of Wampanoag descent. Married to Alice Pequit, also a Wampanoag, in 1783. Became a member of the Society of Friends in 1808 and then a minister. Died in 1817 in Westport, Massachusetts, at the age of 59 years.",,DQB; https://en.wikipedia.org/wiki/Paul_Cuffe,,,
,dcumm1,,Cumming,David,,David Cumming,David Cummins,,1801,,,m,friends;pymind,David Cumming was a member of Horsham Monthly Meeting. He died at the age of 50 in 1801. He was a member of the Indian Committee of Philadelphia Yearly Meeting.,,Hazard,,,
,ecurt1,,Curtis,Ebenezor,,Ebenezer Curtis,,,1820,,shrew,m,friends;meetshrew,"Paid a subscription at Shrewsbury. Ebenezer Curtis acknowledged his marriage out of unity in 1797 and his wife, Elizabeth, became a member of the Society of Friends in 1799. He died in 1820 and was buried at Squan.",,Hazard,,,
,ncusi1,,Cusick,Nicholas,,Ka-nat-soyh,Nicholas Cusich;Nicholas Tuisach;Nicholas Schusick;Nicholas Schuysick;Nicholas Cuseck;Nicholas Chusick;Nicholas Kaghnatsto,1761,1841,,,m,tuscorora,Tuscorora chief,Birth and death dates are approximate,1838 treaty; http://nativeheritageproject.com/2012/05/02/nicholas-cusick-revolutionary-war-patriot-sachem-tuscarora-chief/,,"104, 137",
,jcutl1,,Cutler,John,,John Cutler,,,,,,m,friends;meetpelh,Lives near Ft. Erie. John Cutler lived at Black Creek and was a member of Pelham Monthly Meeting in 1799.,,http://quaker.ca/archives/genealogy-index/,,,
,mdana1,,Dana,Matinas,,Matinas Dana,,,,,,u,review,Mentioned in NYYM letter concerning sale of oxen (1824),,,,,
,mdanf1,,Danford,Asa,,Major Asa Danford,,1768,1821,,,m,review,Lived along Onondago Creek and lodged John Peirce and James Cooper (1796),Death date approximate,https://en.wikipedia.org/wiki/Asa_Danforth_Jr.,,,
,rdani1,,Daniel,Richard,,Richard Daniel,,,,,,m,review,"Lived within 18 miles of Painted Post, New York. In 1794, David Bacon's party baited their horses here. Daniels was probably one of the early settlers in the area.",,,,,
,ddarb1,http://id.loc.gov/authorities/names/nr94000930,Darby,Deborah,,Deborah Darby,,1754,1810,engl,engl,f,friends;meetcoalb,"Quaker minister. Born Barnard. Had certificate from Coalbrookdale Monthly Meeting in Shropshire, England; religious visit to America about 1793-6 with Rebecca Young.",,DQB,,,
,jdarl1,,Darlin,John,,John Dorlin,John Darling,,,,,m,friends;fallmm;meetpelh,"Elizabeth Darling, formerly Betts, was reinstated by Falls Monthly Meeting and then granted a certificate to Pelham Monthly Meeting in 1803. Had six children. Lived in Short Hills on the Niagara Penninsula in Ontario. A Meeting was proposed to be held at John Dorlin's in Short Hills with Joseph Moore in 1793.",,Hinshaw,,,
,mdarr1,,Darragh,Mary,,Mary Eddy,,1724,,dublin,,f,friends,"Married to James Eddy in Dublin in 1742, afterwards moved to Belfast, became member of Friends. Moved to Philadelphia in 1753. Mother of Thomas Eddy.",,,,,
,sdava1,,Davad,Suriey,,Suriey Davad,,,,,,f,stockbridge,"Member of Society of Females of New Stockbridge, signed letter to NYYM in 1822.",,,,,
,adavi1,,Davis,Anthony,L,Anthony L. Davis,,,,,,m,usag,Sub-agent for the Pawnee in 1842.,,,,,
,ddavi1,,Davis,,,Doctor Davis,,,,,,m,review,"Lived in Detroit, dined with Gerard Hopkins in 1804.",,,,,
,idavi1,,Davis,Isaac,,Isaac Davis,,,,,,m,sxntns,Signed Remonstrance of Chiefs (1837),,,,,
,rdawe1,,Dawes,Rumford,,Rumford Dawes,,1741,1819,,,m,friends;meetwilm;meetphila;chesm;meetsads;meetsprin,Correspondent of Jacob Lindley (1793). Son of Edward and Mary Rumford Dawes. Married Mary before 1766 and Martha Crozer in 1814 in the Springfield meeting house. Died in 1819 at the age of 75.,,Hinshaw,,,
,mday1,http://id.loc.gov/authorities/names/n85028365,Day ,Mahlon,,Mahlon Day,,1790,1854,newje,,m,friends;meetny;nymindian,"New York printer, bookseller and publisher of children's books. Became a Quaker at New York Monthly Meeting in 1820. Clerk of NYYM Indian Committee. Drowned with his wife and daughter by the sinking of the ""Arctic"" in 1854.",,DQB,,,
,jdean1,,Dean,John,,John Dean,,,1820,,,m,friends,"In 1798 John Dean, a Quaker, moved from Westchester to Brothertown, New York, to work for fifty pounds a year on behalf of the Friends. His mission was to help and to educate the Indians at Brothertown. John Dean was soon joined by his son Thomas, who succeeded him as agent and served in that capacity for over thirty years. ",,http://www.indianahistory.org/our-collections/collection-guides/dean-family-papers-1788-ca-1920.pdf,,,instance of T. Dean as jdean1 may be incorrectly tagged
,jdean2,,Dean,James,,Judge Dean,,1748,,,,m,review,"James Dean, the first settler of Westmoreland, was born at Groton, Connecticut, in the month of August, 1748. Of his early youth nothing is known, excepting that he was destined as a missionary to the Indians, and at the age of twelve years was sent to reside at Oquango, on the Susquehanna, with an Indian missionary named Mosely, who was then laboring with a branch of the Oneida tribe, located at that place. He soon became master of the Oneida tongue, and was adopted by a female native as her son. James Dean located his tract in the town of Westmoreland, Oneida County, NY, in the fall of 1786, taking a deed of it from the Indians. Refused to interpret for Ripley (1805).",,http://oneida.nygenweb.net/misc/wager/ch51.html,,,
,sdean1,,Dean,Stephen,,Stephen Dean,,,1797,,,m,friends;meetnp,Stephen Dean was received on request at Nine Partners Meeting in 1772. Joshua Evans held a meeting in his house in 1795. He died in 1797 at the age of about 72.,,Hazard,,,
,tdean1,,Dean,Thomas,,Thomas Dean,,,,1842,,m,friends,"In 1798 John Dean, a Quaker, moved from Westchester to Brothertown, New York, to work for fifty pounds a year on behalf of the Friends. His mission was to help and to educate the Indians at Brothertown. John Dean was soon joined by his son Thomas, who succeeded him as agent and served in that capacity for over thirty years. ",,http://www.indianahistory.org/our-collections/collection-guides/dean-family-papers-1788-ca-1920.pdf,,,
,hdear1,,Dearborn,Henry,,Henry Dearborn,,1751,1829,,,m,usag,American soldier and statesman. U.S Secretary of War 1801-1809. Signed letter recommending Gerard Hopkins and companions to Major Porter (1804),,https://en.wikipedia.org/wiki/Henry_Dearborn,,,
,hdebu1,,DeButts,Henry,,Henry DeButts,,,,,,m,usag,Officer in the United States Army who served as acting Adjutant General and acting Inspector General of the U.S. Army from 1792 to 1793.,,https://en.wikipedia.org/wiki/Henry_De_Butts,,,
,jdela1,,Delaplaine,Joseph,,Joseph Delaplaine,,1725,1799,nycit,nycit,m,friends;meetny,"Joseph Delaplaine was a joiner, merchant, and minister.  He was also a Public Friend. He married Abigail Farrington in 1751 and Hannah Child in 1755. He died in 1799.",,Drinker; DQB,,,
,jdeli1,,Delinham,J.,,J. Delinham,,,,,,m,review,"Held note, listed in Treasuer's accounts of NYYM (1810).",,,,,
,gdeme1,,Demeter,George,,George Demeter,,,,,,m,usag,"Lieutenant, witness for US to 1795 treaty with Indians.",,,,,
,pdeni1,,Denis,Philip,,Phillip Dennis,Phillip Denis,,,,,m,friends;bymind,"Member of BYM Indian Committee. Instructed Indians in husbandry and farming around 1804. Lived along Wabash river near Fort Wayne; originally from (and returned to) Ellicott's Mills in Montgomery County, MD. Traveled with Gerard Hopkins.",,,,,
,jdenn1,,Denney,John,,John Denny,John Denney,,,,,m,oneida,"Owns inn, has 2 daughters; relinquished Oneida affiliation and became US citizen so he could claim protection of US from acts of violence by tribesmen",,,,,
,gdenn1,,Dennis,George,,George Dennis,,,,,,m,sxntns,Signed Remonstrance of Chiefs (1837),,,,,
,mdenn1,,Dennis,Metinas,,Metinas Dennis,,,,,,m,review,"Interpreter, mentioned as expense in accounts of NYYM (1817).",,,,,
,odenn1,,Denniss,Obediah,,Obadiah Dennis,Obadiah Denniss,,,,,m,friends;meetking,"Lived near Buffalo Creek and NW side of Lake Erie. Obadiah Dennis came from Sussex County, New Jersey -- Kingwood Monthly Meeting -- and settled in Humberstone. Obadiah Dennis indicated in his petition in 1797 that he came to Niagara with his wife and three children in 1787. Obadiah and Prudence Dennis were among the original members of Black Creek who were included in a 1799 list of ""all those who have a right of membership.""",,http://myroots.pgvhosting.com/mann/Niagara_1.htm,,,
,jderb1,,Derbyshire,James,,James Derbyshire,James Darbyshire;James Derbyshier,,,,,m,friends;nym;eastmeet,"James Derbyshire became a member of the Society of Friends in 1792 at Easton Monthly Meeting. He married Phebe Underhill in 1797, Susanna Ferris in 1801, and Mary Newett in 1809. Member of NYYM committee regarding civilization of Indian Natives, appointed in 1819.",,Hazard,,,
,gdewi1,,DeWitt,Gerrit,,Gerrit DeWitt,,1762,1807,,,m,review,"Son of Colonel Charles DeWitt, operated the Greenkill Mills as a tavern after his father's death. Father of Charles Gerrit DeWill, American lawyer and politician. Visited by Joshua Sharpless (1798).",,http://www.ancestry.com/genealogy/records/gerrit-dewitt_15932995,,,
,sdewi1,,DeWitt,Simeon,,Simeon DeWitt,,1756,1834,,,m,review,Selected as commissioner to present joint resolution to the Senate (1810) concerning Erie Canal. Surveyor General of the State of New York.,,https://en.wikipedia.org/wiki/Simeon_De_Witt,,,
